,领域,类别,问题,扩展问题,SegmentedInput,SegmentedTarget
3132,电子银行,掌上银行,掌易汇（手机膜卡）的基本规定,手机膜卡的要求,手机_n 膜卡_n 的_u 要求_n,掌易汇_np （_w 手机_n 膜卡_n ）_w 的_u 基本_a 规定_n
3133,电子银行,掌上银行,掌易汇（手机膜卡）的基本规定,手机膜卡对应手机号,手机_n 膜_n 卡_n 对应_v 手机_n 号_n,掌易汇_np （_w 手机_n 膜卡_n ）_w 的_u 基本_a 规定_n
3134,电子银行,掌上银行,掌易汇（手机膜卡）的基本规定,手机膜卡序列码,手机_n 膜_n 卡_n 序列码_n,掌易汇_np （_w 手机_n 膜卡_n ）_w 的_u 基本_a 规定_n
3135,电子银行,掌上银行,掌易汇（手机膜卡）的基本规定,手机膜卡账户,手机_n 膜卡_n 账户_n,掌易汇_np （_w 手机_n 膜卡_n ）_w 的_u 基本_a 规定_n
3136,电子银行,掌上银行,掌易汇（手机膜卡）的基本规定,手机膜卡注册规定,手机_n 膜_n 卡_n 注册_v 规定_v,掌易汇_np （_w 手机_n 膜卡_n ）_w 的_u 基本_a 规定_n
3137,电子银行,掌上银行,掌易汇（手机膜卡）的基本规定,掌易汇的要求,掌易汇_n 的_u 要求_n,掌易汇_np （_w 手机_n 膜卡_n ）_w 的_u 基本_a 规定_n
3138,电子银行,掌上银行,掌易汇（手机膜卡）的基本规定,掌易汇注册规定,掌易_v 汇_v 注册_v 规定_v,掌易汇_np （_w 手机_n 膜卡_n ）_w 的_u 基本_a 规定_n
3139,电子银行,掌上银行,掌易汇（手机膜卡）的基本规定,掌易汇支持什么银行卡,掌_n 易_a 汇_g 支持_v 什么_r 银行卡_n,掌易汇_np （_w 手机_n 膜卡_n ）_w 的_u 基本_a 规定_n
3140,电子银行,掌上银行,掌易汇（手机膜卡）的基本规定,掌易汇能注册几个膜卡,掌易_v 汇_v 能_v 注册_v 几_m 个_q 膜_n 卡_n,掌易汇_np （_w 手机_n 膜卡_n ）_w 的_u 基本_a 规定_n
3141,电子银行,掌上银行,掌易汇（手机膜卡）如何办理,手机膜卡办理,手机_n 膜卡_n 办理_v,掌易汇_np （_w 手机_n 膜_n 卡_n ）_w 如何_r 办理_v
3142,电子银行,掌上银行,掌易汇（手机膜卡）如何办理,手机膜卡办理方法,手机_n 膜卡_n 办理_v 方法_n,掌易汇_np （_w 手机_n 膜_n 卡_n ）_w 如何_r 办理_v
3143,电子银行,掌上银行,掌易汇（手机膜卡）如何办理,手机膜卡柜台,手机_n 膜_n 卡_n 柜台_n,掌易汇_np （_w 手机_n 膜_n 卡_n ）_w 如何_r 办理_v
3144,电子银行,掌上银行,掌易汇（手机膜卡）如何办理,手机膜卡签约,手机_n 膜_n 卡_n 签约_v,掌易汇_np （_w 手机_n 膜_n 卡_n ）_w 如何_r 办理_v
3145,电子银行,掌上银行,掌易汇（手机膜卡）如何办理,怎么办手机膜卡,怎么办_r 手机_n 膜_n 卡_n,掌易汇_np （_w 手机_n 膜_n 卡_n ）_w 如何_r 办理_v
3146,电子银行,掌上银行,掌易汇（手机膜卡）如何办理,怎么办掌易汇,怎么办_r 掌易_v 汇_v,掌易汇_np （_w 手机_n 膜_n 卡_n ）_w 如何_r 办理_v
3147,电子银行,掌上银行,掌易汇（手机膜卡）如何办理,掌易汇办理方法,掌_n 易_a 汇_g 办理_v 方法_n,掌易汇_np （_w 手机_n 膜_n 卡_n ）_w 如何_r 办理_v
3148,电子银行,掌上银行,掌易汇（手机膜卡）如何办理,掌易汇柜台,掌易_v 汇_v 柜台_n,掌易汇_np （_w 手机_n 膜_n 卡_n ）_w 如何_r 办理_v
3149,电子银行,掌上银行,掌易汇（手机膜卡）如何办理,掌易汇签约,掌易_v 汇_v 签约_v,掌易汇_np （_w 手机_n 膜_n 卡_n ）_w 如何_r 办理_v
3150,电子银行,掌上银行,掌易汇（手机膜卡）如何办理,办理掌易汇需要带什么资料,办理_v 掌易_v 汇_v 需要_v 带_v 什么_r 资料_n,掌易汇_np （_w 手机_n 膜_n 卡_n ）_w 如何_r 办理_v
3151,电子银行,掌上银行,掌易汇（手机膜卡）如何办理,未成年人怎么办理掌易汇,未成年人_n 怎么_r 办理_v 掌易_v 汇_v,掌易汇_np （_w 手机_n 膜_n 卡_n ）_w 如何_r 办理_v
3152,电子银行,掌上银行,掌易汇（手机膜卡）有什么功能,手机膜卡功能,手机_n 膜_n 卡_n 功能_n,掌易汇_np （_w 手机_n 膜_n 卡_n ）_w 有_v 什么_r 功能_n
3153,电子银行,掌上银行,掌易汇（手机膜卡）有什么功能,手机膜卡挂失银行卡,手机_n 膜_n 卡_n 挂失_v 银行卡_n,掌易汇_np （_w 手机_n 膜_n 卡_n ）_w 有_v 什么_r 功能_n
3154,电子银行,掌上银行,掌易汇（手机膜卡）有什么功能,手机膜卡交费,手机_n 膜_n 卡_n 交费_v,掌易汇_np （_w 手机_n 膜_n 卡_n ）_w 有_v 什么_r 功能_n
3155,电子银行,掌上银行,掌易汇（手机膜卡）有什么功能,手机膜卡缴费,手机_n 膜_n 卡缴费_n,掌易汇_np （_w 手机_n 膜_n 卡_n ）_w 有_v 什么_r 功能_n
3156,电子银行,掌上银行,掌易汇（手机膜卡）有什么功能,手机膜卡能缴费吗,手机_n 膜_n 卡_n 能_v 缴费_v 吗_u,掌易汇_np （_w 手机_n 膜_n 卡_n ）_w 有_v 什么_r 功能_n
3157,电子银行,掌上银行,掌易汇（手机膜卡）有什么功能,手机膜卡能转账吗,手机_n 膜_n 卡_n 能_v 转账_v 吗_u,掌易汇_np （_w 手机_n 膜_n 卡_n ）_w 有_v 什么_r 功能_n
3158,电子银行,掌上银行,掌易汇（手机膜卡）有什么功能,手机膜卡修改密码,手机_n 膜_n 卡_n 修改_v 密码_n,掌易汇_np （_w 手机_n 膜_n 卡_n ）_w 有_v 什么_r 功能_n
3159,电子银行,掌上银行,掌易汇（手机膜卡）有什么功能,手机膜卡证书更新,手机_n 膜卡_n 证书_n 更新_v,掌易汇_np （_w 手机_n 膜_n 卡_n ）_w 有_v 什么_r 功能_n
3160,电子银行,掌上银行,掌易汇（手机膜卡）有什么功能,手机膜卡转账,手机_n 膜_n 卡_n 转账_v,掌易汇_np （_w 手机_n 膜_n 卡_n ）_w 有_v 什么_r 功能_n
3161,电子银行,掌上银行,掌易汇（手机膜卡）有什么功能,掌易汇功能,掌易_v 汇_v 功能_n,掌易汇_np （_w 手机_n 膜_n 卡_n ）_w 有_v 什么_r 功能_n
3162,电子银行,掌上银行,掌易汇（手机膜卡）有什么功能,掌易汇是干啥用的,掌_n 易_a 汇_g 是_v 干_v 啥_r 用_v 的_u,掌易汇_np （_w 手机_n 膜_n 卡_n ）_w 有_v 什么_r 功能_n
3163,电子银行,掌上银行,掌易汇（手机膜卡）有什么功能,我能用手机膜卡查询账户信息么,我_r 能_v 用_p 手机_n 膜_n 卡_n 查询_v 账户_n 信息_n 么_u,掌易汇_np （_w 手机_n 膜_n 卡_n ）_w 有_v 什么_r 功能_n
3164,电子银行,电话银行,如何注册电话银行,对公电话银行,对_p 公_a 电话_n 银行_n,如何_r 注册_v 电话_n 银行_n
3165,电子银行,电话银行,如何注册电话银行,个人注册电话银行,个人_n 注册_v 电话_n 银行_n,如何_r 注册_v 电话_n 银行_n
3166,电子银行,电话银行,如何注册电话银行,柜台注册电话银行,柜台_n 注册_v 电话_n 银行_n,如何_r 注册_v 电话_n 银行_n
3167,电子银行,电话银行,如何注册电话银行,柜台注册电话银行功能,柜台_n 注册_v 电话_n 银行_n 功能_n,如何_r 注册_v 电话_n 银行_n
3168,电子银行,电话银行,如何注册电话银行,企业注册电话银行,企业_n 注册_v 电话_n 银行_n,如何_r 注册_v 电话_n 银行_n
3169,电子银行,电话银行,如何注册电话银行,他人是否能够代理办理电话银行业务,他人_r 是否_v 能够_v 代理_v 办理_v 电话_n 银行_n 业务_n,如何_r 注册_v 电话_n 银行_n
3170,电子银行,电话银行,如何注册电话银行,注册电话银行需要的证件,注册_v 电话_n 银行_n 需要_v 的_u 证件_n,如何_r 注册_v 电话_n 银行_n
3171,电子银行,电话银行,如何注册电话银行,注册电话银行证件,注册_v 电话_n 银行_n 证件_n,如何_r 注册_v 电话_n 银行_n
3172,电子银行,电话银行,如何注册电话银行,自己注册电话银行,自己_r 注册_v 电话_n 银行_n,如何_r 注册_v 电话_n 银行_n
3173,电子银行,电话银行,如何注册电话银行,自助注册电话银行,自助_a 注册_v 电话_n 银行_n,如何_r 注册_v 电话_n 银行_n
3174,电子银行,电话银行,如何注册电话银行,自助注册电话银行功能,自助_a 注册_v 电话_n 银行_n 功能_n,如何_r 注册_v 电话_n 银行_n
3175,电子银行,电话银行,如何注册电话银行,我能打电话自己注册电话银行吗,我_r 能_v 打电话_v 自己_r 注册_v 电话_n 银行_n 吗_u,如何_r 注册_v 电话_n 银行_n
3176,电子银行,电话银行,电话银行收款方如何维护,电话中转账需要输入收款方账号吗,电话_n 中_f 转账_v 需要_v 输入_v 收款方_n 账号_n 吗_u,电话_n 银行_n 收款方_n 如何_r 维护_v
3177,电子银行,电话银行,电话银行收款方如何维护,是到任意郑州银行网点进行电话银行收款方维护吗,是_v 到_v 任意_d 郑州_ns 银行_n 网点_n 进行_v 电话_n 银行_n 收款方_n 维护_v 吗_u,电话_n 银行_n 收款方_n 如何_r 维护_v
3178,电子银行,电话银行,电话银行收款方如何维护,通过电话中给其他账户转账如何添加收款人账户,通过_p 电话_n 中_f 给_p 其他_r 账户_n 转账_v 如何_r 添加_v 收款人_n 账户_n,电话_n 银行_n 收款方_n 如何_r 维护_v
3179,电子银行,电话银行,电话银行收款方如何维护,通过电话中能进行收款方账户维护吗,通过_p 电话_n 中_f 能_v 进行_v 收款方_n 账户_n 维护_v 吗_u,电话_n 银行_n 收款方_n 如何_r 维护_v
3180,电子银行,电话银行,电话银行收款方如何维护,通过电话转账收款方怎么添加,通过_p 电话_n 转账_v 收款方_n 怎么_r 添加_v,电话_n 银行_n 收款方_n 如何_r 维护_v
3181,电子银行,电话银行,电话银行收款方如何维护,通过柜台能够进行电话银行收款方维护吗,通过_p 柜台_n 能够_v 进行_v 电话_n 银行_n 收款方_n 维护_v 吗_u,电话_n 银行_n 收款方_n 如何_r 维护_v
3182,电子银行,电话银行,电话银行登录密码如何修改、重置,我电话银行密码锁了，怎么办,我_r 电话_n 银行_n 密码_n 锁_v 了_u ，_w 怎么办_r,电话_n 银行_n 登录_v 密码_n 如何_r 修改_v 、_w 重置_v
3183,电子银行,电话银行,电话银行登录密码如何修改、重置,我电话银行密码忘了，怎么办,我_r 电话_n 银行_n 密码_n 忘_v 了_u ，_w 怎么办_r,电话_n 银行_n 登录_v 密码_n 如何_r 修改_v 、_w 重置_v
3184,电子银行,电话银行,电话银行登录密码如何修改、重置,我能在网上重置电话银行密码吗,我_r 能_v 在_p 网上_s 重_d 置_v 电话_n 银行_n 密码_n 吗_u,电话_n 银行_n 登录_v 密码_n 如何_r 修改_v 、_w 重置_v
3185,电子银行,电话银行,电话银行登录密码如何修改、重置,怎么修改电话银行密码,怎么_r 修改_v 电话_n 银行_n 密码_n,电话_n 银行_n 登录_v 密码_n 如何_r 修改_v 、_w 重置_v
3186,电子银行,电话银行,电话银行转账每日限额是多少,通过电话总给一个账户转账最多可以转多少钱,通过_p 电话_n 总_d 给_v 一个_m 账户_n 转账_v 最_d 多_a 可以_v 转_v 多少_r 钱_n,电话_n 银行_n 转账_v 每日_r 限额_n 是_v 多少_r
3187,电子银行,电话银行,电话银行转账每日限额是多少,我电话银行一天能转多少钱,我_r 电话_n 银行_n 一_m 天_q 能_v 转_v 多少_r 钱_n,电话_n 银行_n 转账_v 每日_r 限额_n 是_v 多少_r
3188,电子银行,电话银行,电话银行如何挂失银行卡（借记卡、准贷记卡）或存折,拨打95599办理挂失怎么没有人工服务,拨打_v 95599_m 办理_v 挂失_v 怎么_r 没有_v 人工_a 服务_v,电话_n 银行_n 如何_r 挂失_v 银行卡_n （_w 借记卡_j 、_w 准贷记卡_j ）_w 或_c 存折_n
3189,电子银行,电话银行,电话银行如何挂失银行卡（借记卡、准贷记卡）或存折,贷记卡可以拨打95599挂失吗,贷记卡_j 可以_v 拨打_v 95599_m 挂失_v 吗_u,电话_n 银行_n 如何_r 挂失_v 银行卡_n （_w 借记卡_j 、_w 准贷记卡_j ）_w 或_c 存折_n
3190,电子银行,电话银行,电话银行如何挂失银行卡（借记卡、准贷记卡）或存折,借记卡丢失是否可以通过拨打95599挂失,借记卡_j 丢失_v 是否_v 可以_v 通过_p 拨打_v 95599_m 挂失_v,电话_n 银行_n 如何_r 挂失_v 银行卡_n （_w 借记卡_j 、_w 准贷记卡_j ）_w 或_c 存折_n
3191,电子银行,电话银行,电话银行如何挂失银行卡（借记卡、准贷记卡）或存折,卡掉了怎么挂失,卡_v 掉_v 了_u 怎么_r 挂失_v,电话_n 银行_n 如何_r 挂失_v 银行卡_n （_w 借记卡_j 、_w 准贷记卡_j ）_w 或_c 存折_n
3192,电子银行,电话银行,电话银行如何挂失银行卡（借记卡、准贷记卡）或存折,银行卡丢失了我该怎么办,银行卡_n 丢失_v 了_u 我_r 该_v 怎么办_r,电话_n 银行_n 如何_r 挂失_v 银行卡_n （_w 借记卡_j 、_w 准贷记卡_j ）_w 或_c 存折_n
3193,电子银行,电话银行,电话银行如何挂失银行卡（借记卡、准贷记卡）或存折,有卡号和密码是否可以通过电话银行自助挂失,有_v 卡号_n 和_c 密码_n 是否_v 可以_v 通过_p 电话_n 银行_n 自助_a 挂失_v,电话_n 银行_n 如何_r 挂失_v 银行卡_n （_w 借记卡_j 、_w 准贷记卡_j ）_w 或_c 存折_n
3194,电子银行,电话银行,电话银行如何挂失银行卡（借记卡、准贷记卡）或存折,准贷记卡丢失是否可以通过拨打95599挂失,准贷记卡_j 丢失_v 是否_v 可以_v 通过_p 拨打_v 95599_m 挂失_v,电话_n 银行_n 如何_r 挂失_v 银行卡_n （_w 借记卡_j 、_w 准贷记卡_j ）_w 或_c 存折_n
3195,电子银行,电话银行,电话银行明细查询功能显示什么信息,电话中可以查询到多久的交易明细,电话_n 中_f 可以_v 查询_v 到_v 多久_r 的_u 交易_n 明细_a,电话_n 银行_n 明细_a 查询_v 功能_n 显示_v 什么_r 信息_n
3196,电子银行,电话银行,电话银行明细查询功能显示什么信息,电话中能查询到账户的交易地点吗,电话_n 中_f 能_v 查询_v 到_v 账户_n 的_u 交易_n 地点_n 吗_u,电话_n 银行_n 明细_a 查询_v 功能_n 显示_v 什么_r 信息_n
3197,电子银行,电话银行,电话银行明细查询功能显示什么信息,电话中能查询到最近十笔的交易明细吗,电话_n 中_f 能_v 查询_v 到_p 最近_t 十_m 笔_q 的_u 交易_n 明细_a 吗_u,电话_n 银行_n 明细_a 查询_v 功能_n 显示_v 什么_r 信息_n
3198,电子银行,电话银行,电话银行明细查询功能显示什么信息,电话银行能查出谁给我转钱了吗,电话_n 银行_n 能_v 查出_v 谁_r 给_p 我_r 转_v 钱_n 了_u 吗_u,电话_n 银行_n 明细_a 查询_v 功能_n 显示_v 什么_r 信息_n
3199,电子银行,电话银行,电话银行明细查询功能显示什么信息,打电话查明细能查到什么信息,打电话_v 查明_v 细_a 能_v 查_v 到_v 什么_r 信息_n,电话_n 银行_n 明细_a 查询_v 功能_n 显示_v 什么_r 信息_n
3200,电子银行,电话银行,电话银行贷款查询可以显示什么信息,不去网点电话中能查到贷款还款明细吗,不_d 去_v 网点_n 电话_n 中_f 能_v 查_v 到_v 贷款_n 还款_v 明细_a 吗_u,电话_n 银行_n 贷款_v 查询_v 可以_v 显示_v 什么_r 信息_n
3201,电子银行,电话银行,电话银行贷款查询可以显示什么信息,打电话的方式能查询到贷款还款情况吗,打电话_v 的_u 方式_n 能_v 查询_v 到_v 贷款_n 还款_v 情况_n 吗_u,电话_n 银行_n 贷款_v 查询_v 可以_v 显示_v 什么_r 信息_n
3202,电子银行,电话银行,电话银行贷款查询可以显示什么信息,打电话查询贷款能查到什么信息,打电话_v 查询_v 贷款_n 能_v 查_v 到_v 什么_r 信息_n,电话_n 银行_n 贷款_v 查询_v 可以_v 显示_v 什么_r 信息_n
3203,电子银行,电话银行,电话银行贷款查询可以显示什么信息,我能通过电话查到我贷款这个月还多少钱吗,我_r 能_v 通过_p 电话_n 查_v 到_v 我_r 贷款_n 这个_r 月_n 还_v 多少_r 钱_n 吗_u,电话_n 银行_n 贷款_v 查询_v 可以_v 显示_v 什么_r 信息_n
3204,电子银行,电话银行,电话银行贷款查询可以显示什么信息,怎么查到我还剩多少贷款没还,怎么_r 查_v 到_v 我_r 还_d 剩_v 多少_r 贷款_n 没_d 还_d,电话_n 银行_n 贷款_v 查询_v 可以_v 显示_v 什么_r 信息_n
3205,电子银行,电话银行,电话银行是否可以办理定活通业务,不去柜台电话中能够将定期转活期,不_d 去_v 柜台_n 电话_n 中_f 能够_v 将_d 定期_d 转_v 活期_a,电话_n 银行_n 是否_v 可以_v 办理_v 定活_v 通_a 业务_n
3206,电子银行,电话银行,电话银行是否可以办理定活通业务,电话中可以将定期存款转活期存款吗,电话_n 中_f 可以_v 将_p 定期_a 存款_n 转_v 活期_a 存款_n 吗_u,电话_n 银行_n 是否_v 可以_v 办理_v 定活_v 通_a 业务_n
3207,电子银行,电话银行,电话银行是否可以办理定活通业务,电话中可以将活期存款转定期存款吗,电话_n 中_f 可以_v 将_p 活期_a 存款_n 转_v 定期_a 存款_n 吗_u,电话_n 银行_n 是否_v 可以_v 办理_v 定活_v 通_a 业务_n
3208,电子银行,电话银行,电话银行是否可以办理定活通业务,定期存款到期了通过电话中怎么操作,定期_a 存款_n 到期_v 了_u 通过_p 电话_n 中_f 怎么_r 操作_v,电话_n 银行_n 是否_v 可以_v 办理_v 定活_v 通_a 业务_n
3209,电子银行,电话银行,电话银行是否可以办理定活通业务,死期存款是否可以通过电话中将定期转活期,死期_a 存款_n 是否_v 可以_v 通过_p 电话_n 中_f 将_d 定期_d 转_v 活期_a,电话_n 银行_n 是否_v 可以_v 办理_v 定活_v 通_a 业务_n
3210,电子银行,电话银行,电话银行是否可以办理定活通业务,只有电话自助注册客户才能通过电话银行将定期转活期吗,只有_c 电话_n 自助_a 注册_v 客户_n 才_d 能_v 通过_p 电话_n 银行_n 将_d 定期_d 转_v 活期_a 吗_u,电话_n 银行_n 是否_v 可以_v 办理_v 定活_v 通_a 业务_n
3211,电子银行,电话银行,电话银行是否可以办理定活通业务,只有柜台注册客户才能通过电话中将定期转活期吗,只_d 有_v 柜台_n 注册_v 客户_n 才_d 能_v 通过_p 电话_n 中_f 将_d 定期_d 转_v 活期_a 吗_u,电话_n 银行_n 是否_v 可以_v 办理_v 定活_v 通_a 业务_n
3212,电子银行,电话银行,电话银行是否可以办理定活通业务,着急使用资金怎么把定期转活期,着急_a 使用_v 资金_n 怎么_r 把_p 定期_d 转_v 活期_a,电话_n 银行_n 是否_v 可以_v 办理_v 定活_v 通_a 业务_n
3213,电子银行,电话银行,电话银行是否可以办理定活通业务,自助注册客户通过电话银行可以将定期转活期吗,自助_a 注册_v 客户_n 通过_p 电话_n 银行_n 可以_v 将_p 定期_d 转_v 活期_a 吗_u,电话_n 银行_n 是否_v 可以_v 办理_v 定活_v 通_a 业务_n
3214,电子银行,电话银行,电话银行是否可以办理定活通业务,打电话能存定期吗,打电话_v 能_v 存_v 定期_a 吗_u,电话_n 银行_n 是否_v 可以_v 办理_v 定活_v 通_a 业务_n
3215,电子银行,电话银行,电话银行是否可以办理定活通业务,我的定期打电话怎么取,我_r 的_u 定期_a 打电话_v 怎么_r 取_v,电话_n 银行_n 是否_v 可以_v 办理_v 定活_v 通_a 业务_n
3216,电子银行,电话银行,电话银行是否可以办理定活通业务,我在卡里存了定期，能打电话取出来吗,我_r 在_p 卡_n 里_f 存_v 了_u 定期_a ，_w 能_v 打电话_v 取_v 出来_v 吗_u,电话_n 银行_n 是否_v 可以_v 办理_v 定活_v 通_a 业务_n
3217,电子银行,电话银行,电话银行支付转账功能,拨打哪个电话可以通过电话中转账,拨打_v 哪个_r 电话_n 可以_v 通过_p 电话_n 中_f 转账_v,电话_n 银行_n 支付_v 转账_v 功能_n
3218,电子银行,电话银行,电话银行支付转账功能,电话中可以给哪些账户转账,电话_n 中_f 可以_v 给_p 哪些_r 账户_n 转账_v,电话_n 银行_n 支付_v 转账_v 功能_n
3219,电子银行,电话银行,电话银行支付转账功能,活期存折通过电话中可以对外转账吗,活期_a 存折_n 通过_p 电话_n 中_f 可以_v 对外_v 转账_v 吗_u,电话_n 银行_n 支付_v 转账_v 功能_n
3220,电子银行,电话银行,电话银行支付转账功能,借记卡通过电话中可以对外转账吗,借记卡_j 通过_p 电话_n 中_f 可以_v 对外_v 转账_v 吗_u,电话_n 银行_n 支付_v 转账_v 功能_n
3221,电子银行,电话银行,电话银行支付转账功能,通过电话中可以对外转账吗,通过_p 电话_n 中_f 可以_v 对外_v 转账_v 吗_u,电话_n 银行_n 支付_v 转账_v 功能_n
3222,电子银行,电话银行,电话银行支付转账功能,通过电话中可以给跨行转账转账吗,通过_p 电话_n 中_f 可以_v 给_p 跨行_v 转账_v 转账_v 吗_u,电话_n 银行_n 支付_v 转账_v 功能_n
3223,电子银行,电话银行,电话银行支付转账功能,准贷记卡通过电话中可以对外转账吗,准贷记卡_j 通过_p 电话_n 中_f 可以_v 对外_v 转账_v 吗_u,电话_n 银行_n 支付_v 转账_v 功能_n
3224,电子银行,电话银行,电话银行支付转账功能,我可以通过电话银行转账吗,我_r 可以_v 通过_p 电话_n 银行_n 转账_v 吗_u,电话_n 银行_n 支付_v 转账_v 功能_n
3225,电子银行,电话银行,电话银行中贷款菜单包括什么功能,查贷款信息到哪查,查_v 贷款_n 信息_n 到_v 哪_r 查_v,电话_n 银行_n 中_f 贷款_v 菜单_n 包括_v 什么_r 功能_n
3226,电子银行,电话银行,电话银行中贷款菜单包括什么功能,打电话能查询到贷款还款明细吗,打电话_v 能_v 查询_v 到_v 贷款_n 还款_v 明细_a 吗_u,电话_n 银行_n 中_f 贷款_v 菜单_n 包括_v 什么_r 功能_n
3227,电子银行,电话银行,电话银行中贷款菜单包括什么功能,打电话能查询到贷款剩余还款金额吗,打电话_v 能_v 查询_v 到_v 贷款_n 剩余_v 还款_v 金额_n 吗_u,电话_n 银行_n 中_f 贷款_v 菜单_n 包括_v 什么_r 功能_n
3228,电子银行,电话银行,电话银行中贷款菜单包括什么功能,打电话能查询到贷款下期还款额吗,打电话_v 能_v 查询_v 到_v 贷款_n 下期_f 还款额_n 吗_u,电话_n 银行_n 中_f 贷款_v 菜单_n 包括_v 什么_r 功能_n
3229,电子银行,电话银行,电话银行中贷款菜单包括什么功能,打电话能查询到贷款余额吗,打电话_v 能_v 查询_v 到_v 贷款_n 余额_n 吗_u,电话_n 银行_n 中_f 贷款_v 菜单_n 包括_v 什么_r 功能_n
3230,电子银行,电话银行,电话银行中贷款菜单包括什么功能,贷款业务必须到柜台查询吗,贷款_v 业务_n 必须_d 到_v 柜台_n 查询_v 吗_u,电话_n 银行_n 中_f 贷款_v 菜单_n 包括_v 什么_r 功能_n
3231,电子银行,电话银行,电话银行中贷款菜单包括什么功能,贷款这个月还请能在电话中确认下还款明细吗,贷款_n 这个_r 月_n 还_d 请_v 能_v 在_p 电话_n 中_f 确认_v 下_f 还款_v 明细_a 吗_u,电话_n 银行_n 中_f 贷款_v 菜单_n 包括_v 什么_r 功能_n
3232,电子银行,电话银行,电话银行中贷款菜单包括什么功能,可以通过打电话查询的贷款业务功能有哪些,可以_v 通过_p 打电话_v 查询_v 的_u 贷款_n 业务_n 功能_n 有_v 哪些_r,电话_n 银行_n 中_f 贷款_v 菜单_n 包括_v 什么_r 功能_n
3233,电子银行,电话银行,电话银行中贷款菜单包括什么功能,我自己注册的电话银行能查我的贷款吗,我_r 自己_r 注册_v 的_u 电话_n 银行_n 能_v 查_v 我_r 的_u 贷款_n 吗_u,电话_n 银行_n 中_f 贷款_v 菜单_n 包括_v 什么_r 功能_n
3234,电子银行,电话银行,电话银行中贷款菜单包括什么功能,我能打电话查到我的贷款信息吗,我_r 能_v 打电话_v 查_v 到_v 我_r 的_u 贷款_n 信息_n 吗_u,电话_n 银行_n 中_f 贷款_v 菜单_n 包括_v 什么_r 功能_n
3235,电子银行,电话银行,什么是电话银行,电话银行95599,电话_n 银行_n 95599_m,什么_r 是_v 电话_n 银行_n
3236,电子银行,电话银行,什么是电话银行,电话银行服务功能,电话_n 银行_n 服务_v 功能_n,什么_r 是_v 电话_n 银行_n
3237,电子银行,电话银行,什么是电话银行,电话银行服务时间,电话_n 银行_n 服务_v 时间_n,什么_r 是_v 电话_n 银行_n
3238,电子银行,电话银行,什么是电话银行,电话银行号码,电话_n 银行_n 号码_n,什么_r 是_v 电话_n 银行_n
3239,电子银行,电话银行,什么是电话银行,电话银行是什么,电话_n 银行_n 是_v 什么_r,什么_r 是_v 电话_n 银行_n
3240,电子银行,电话银行,什么是电话银行,电话银行有什么功能,电话_n 银行_n 有_v 什么_r 功能_n,什么_r 是_v 电话_n 银行_n
3241,电子银行,电话银行,什么是电话银行,电话银行怎样拨打,电话_n 银行_n 怎样_r 拨打_v,什么_r 是_v 电话_n 银行_n
3242,电子银行,电话银行,什么是电话银行,可以在晚上打95599吗,可以_v 在_p 晚上_t 打_v 95599_m 吗_u,什么_r 是_v 电话_n 银行_n
3243,电子银行,电话银行,什么是电话银行,手机打95599,手机_n 打_v 95599_m,什么_r 是_v 电话_n 银行_n
3244,电子银行,电话银行,什么是电话银行,电话银行是什么意思,电话_n 银行_n 是_v 什么_r 意思_n,什么_r 是_v 电话_n 银行_n
3245,电子银行,电话银行,电话银行渠道消息如何维护,电话银行变更,电话_n 银行_n 变更_v,电话_n 银行_n 渠道_n 消息_n 如何_r 维护_v
3246,电子银行,电话银行,电话银行渠道消息如何维护,电话银行电话号码,电话_n 银行_n 电话_n 号码_n,电话_n 银行_n 渠道_n 消息_n 如何_r 维护_v
3247,电子银行,电话银行,电话银行渠道消息如何维护,电话银行号码更改,电话_n 银行_n 号码_n 更改_v,电话_n 银行_n 渠道_n 消息_n 如何_r 维护_v
3248,电子银行,电话银行,电话银行渠道消息如何维护,电话银行号码更新,电话_n 银行_n 号码_n 更新_v,电话_n 银行_n 渠道_n 消息_n 如何_r 维护_v
3249,电子银行,电话银行,电话银行渠道消息如何维护,电话银行手机号,电话_n 银行_n 手机_n 号_n,电话_n 银行_n 渠道_n 消息_n 如何_r 维护_v
3250,电子银行,电话银行,电话银行渠道消息如何维护,电话银行手机号变更,电话_n 银行_n 手机_n 号_n 变更_v,电话_n 银行_n 渠道_n 消息_n 如何_r 维护_v
3251,电子银行,电话银行,电话银行渠道消息如何维护,个人电话银行变更,个人_n 电话_n 银行_n 变更_v,电话_n 银行_n 渠道_n 消息_n 如何_r 维护_v
3252,电子银行,电话银行,电话银行渠道消息如何维护,企业电话银行变更,企业_n 电话_n 银行_n 变更_v,电话_n 银行_n 渠道_n 消息_n 如何_r 维护_v
3253,电子银行,电话银行,电话银行渠道消息如何维护,企业电话银行变更证件,企业_n 电话_n 银行_n 变更_v 证件_n,电话_n 银行_n 渠道_n 消息_n 如何_r 维护_v
3254,电子银行,电话银行,电话银行渠道消息如何维护,企业电话银行维护,企业_n 电话_n 银行_n 维护_v,电话_n 银行_n 渠道_n 消息_n 如何_r 维护_v
3255,电子银行,电话银行,电话银行如何注销,电话银行关闭,电话_n 银行_n 关闭_v,电话_n 银行_n 如何_r 注销_v
3256,电子银行,电话银行,电话银行如何注销,电话银行关闭条件,电话_n 银行_n 关闭_v 条件_n,电话_n 银行_n 如何_r 注销_v
